type,title,director,cast,country,date_added,year_added,release_year,rating,duration,listed_in
Movie,Waar,Bilal Lashari,"Shaan Shahid, Shamoon Abbasi, Ayesha Khan, Meesha Shafi, Ali Azmat, Hamza Abbasi, Kamran Lashari",Pakistan,2017-07-01,2017.0,2013,TV-MA,130 min,"Action & Adventure, International Movies"
Movie,Waarrior Savitri,Param Gill,"Niharica Raizada, Rajat Barmecha, Lucy Pinder, Om Puri, Gulshan Grover, Tim Man, Ron Smoorenburg, KaramVeer Chaudhary",India,2017-11-01,2017.0,2016,TV-14,120 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
Movie,Waiting,Anu Menon,"Naseeruddin Shah, Kalki Koechlin, Rajat Kapoor, Rajeev Ravindranathan, Ratnabali Bhattacharjee, Suhasini, Arjun Mathur",India,2018-05-01,2018.0,2015,TV-MA,94 min,"Dramas, International Movies"
Movie,Waiting...,Rob McKittrick,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner, Luis Guzmán, Chi McBride, John Francis Daley, Kaitlin Doubleday, Rob Benedict, Alanna Ubach, Vanessa Lengies, Dane Cook",United States,2020-09-23,2020.0,2005,R,94 min,"Comedies, Independent Movies"
TV Show,Wake Up,Not Specified,"Jag Huang, Chris Wu, Tiffany Hsu, Michael Huang, Lego Li, Summer Meng",Unknown,2018-03-31,2018.0,2017,TV-14,2 Seasons,"International TV Shows, TV Dramas"
Movie,Wakefield,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter",United States,2019-03-02,2019.0,2016,R,109 min,Dramas
Movie,Walk with Me,"Marc Francis, Max Pugh","Benedict Cumberbatch, Thich Nhat Hanh",United Kingdom,2017-12-26,2017.0,2017,TV-PG,94 min,Documentaries
Movie,Walking Out,"Alex Smith, Andrew J. Smith","Matt Bomer, Josh Wiggins, Bill Pullman, Alex Neustaedter, Lily Gladstone",United States,2019-10-01,2019.0,2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers"
Movie,War,Philip G. Atwell,"Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzmán, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song","United States, Canada",2019-04-01,2019.0,2007,R,103 min,Action & Adventure
Movie,War Chhod Na Yaar,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa",India,2019-03-02,2019.0,2013,TV-14,109 min,"Comedies, Dramas, International Movies"
Movie,War Horse,Steven Spielberg,"Emily Watson, David Thewlis, Peter Mullan, Niels Arestrup, Tom Hiddleston, Jeremy Irvine, Benedict Cumberbatch, Toby Kebbell, David Kross, Eddie Marsan, Nicolas Bro, Rainer Bock, Patrick Kennedy, Liam Cunningham","United States, India",2019-05-06,2019.0,2011,PG-13,147 min,Dramas
Movie,War on Everyone,John Michael McDonagh,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett",United Kingdom,2019-12-03,2019.0,2016,R,98 min,"Action & Adventure, Comedies"
Movie,Warda,Hadi El Bagoury,"Nada Al Alfi, Bassel El Kadi, Samira Maqroun, Tareq Abdalla, Ahmed Awni, Emad Ghoniem, Abeer Mansour, Youssef Mohamed",Egypt,2019-04-18,2019.0,2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies"
Movie,Warehoused,Jack Zagha Kababie,"José Carlos Ruiz, Hoze Meléndez",Mexico,2017-11-01,2017.0,2015,TV-14,92 min,"Comedies, Dramas, International Movies"
TV Show,Wartime Portraits,Not Specified,,Poland,2016-09-15,2016.0,2014,TV-MA,1 Season,"Docuseries, International TV Shows"
Movie,Water & Power: A California Heist,Marina Zenovich,,United States,2018-02-01,2018.0,2017,PG,78 min,Documentaries
Movie,Waterschool,Tiffanie Hsu,,"United States, Brazil, India, Uganda, China",2018-07-25,2018.0,2018,TV-G,68 min,Documentaries
Movie,We Are Your Friends,Max Joseph,"Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston, Shiloh Fernandez, Alex Shaffer, Jon Bernthal, Alicia Coppola, Wiley M. Pickett, Jon Abrahams","United Kingdom, France, United States",2020-01-27,2020.0,2015,R,96 min,"Dramas, Independent Movies, Music & Musicals"
Movie,We Belong Together,Chris Stokes,"Charles Malik Whitfield, Draya Michele, Elise Neal, Cassidey Fralin, Brian White, Valarie Pettiford, Gary Anthony Sturgis, Jessica Vanessa DeLeon",United States,2019-07-16,2019.0,2018,TV-14,83 min,Thrillers
Movie,We Need to Talk,David Serrano,"Hugo Silva, Michelle Jenner, Ernesto Sevilla, Belén Cuesta, Óscar Ladoire, Ilay Kurelovic, Verónica Forqué, Luis Jaspe, Borja Luna, José Luis Marín",Spain,2016-09-01,2016.0,2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies"
Movie,We the Animals,Jeremiah Zagar,"Evan Rosado, Josiah Gabriel, Isaiah Kristian, Raúl Castillo, Sheila Vand, Giovanni Pacciarelli, Terry Holland, Moe Isaac, Mickey Anthony, Tom Malley",United States,2019-02-11,2019.0,2018,R,93 min,"Dramas, Independent Movies"
Movie,"We, the Marines",Greg MacGillivray,,United States,2018-07-01,2018.0,2017,TV-PG,38 min,"Documentaries, International Movies"
Movie,We're No Animals,Alejandro Agresti,"John Cusack, Paul Hipp, Kevin Morris, Alejandro Agresti, Mario Alarcón, Norman Briski, Lucila Solá, Juana Viale, Pablo Bossi, Leticia Brédice","United States, Argentina",2017-08-15,2017.0,2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies"
Movie,Weather forecast,Antoni Krauze,"Halina Buyno-Łoza, Zofia Cegiełkowa, Barbara Chojecka, Eugenia Horecka, Zygmunt Zintel, Henryka Janikowska, Lena Wilczyńska, Jerzy Block",Poland,2019-10-01,2019.0,1983,TV-MA,91 min,"Dramas, International Movies"
TV Show,Weeds,Not Specified,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins, Allie Grant, Andy Milder, Tonye Patano, Romany Malco",United States,2014-04-01,2014.0,2012,TV-MA,8 Seasons,"TV Comedies, TV Dramas"
Movie,Weeds on Fire,Chi Fat Chan,"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,2018-09-27,2018.0,2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies"
TV Show,Weird Wonders of the World,Not Specified,Chris Packham,United Kingdom,2017-03-31,2017.0,2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, Science & Nature TV"
Movie,Welcome 2 Karachi,Ashish R. Mohan,"Arshad Warsi, Jacky Bhagnani, Lauren Gottlieb, Dalip Tahil, Pavan Malhotra, Ayub Khoso, Adnan Shah",India,2018-03-01,2018.0,2015,TV-MA,124 min,"Comedies, International Movies"
Movie,Welcome to Monster High: The Origin Story,"Stephen Donnelly, Olly Reid, Jun Falkenstein","Debi Derryberry, Cassandra Morris, Salli Saffioti, Larissa Gallagher, Cristina Milizia, Michael Sorich, Jonquil Goode, Travis Dresden, Evan Smith",United States,2017-10-01,2017.0,2016,TV-Y7,73 min,Children & Family Movies
Movie,Welcome to New York,Abel Ferrara,"Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon, Paul Hipp, Pamela Afesi, Chris Zois, Shanyn Leigh, Drena De Niro, Amy Ferguson, Aurelie Claudel, Nikki James","United States, France",2017-03-23,2017.0,2014,R,108 min,"Dramas, Independent Movies"
Movie,Welcome to Willits,Trevor Ryan,"Bill Sage, Sabina Gadecki, Anastasia Baranova, Dolph Lundgren, Thomas Dekker, Karrueche Tran, Chris Zylka, Keelin Woodell, Garrett Clayton, Shad Gaspard, Rory Culkin",United States,2018-02-06,2018.0,2017,TV-MA,84 min,"Comedies, Horror Movies, Independent Movies"
Movie,Westerplatte Resists,Stanisław Różewicz,"Zygmunt Hübner, Arkadiusz Bazak, Tadeusz Schmidt, Józef Nowak, Tadeusz Pluciński, Bogusz Bilewski",Poland,2019-10-01,2019.0,1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies"
Movie,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",Unknown,2019-08-09,2019.0,2019,TV-MA,96 min,"Documentaries, Sports Movies"
Movie,What a Wonderful Family!,Huang Lei,"Huang Lei, Sun Li, Lee Li-Chun, Zhang Weixin, Hai Qing, Wang Xun, Wei Daxun, Lorene Ren, Lei Huang",China,2018-07-01,2018.0,2017,TV-14,102 min,"Comedies, Dramas, International Movies"
TV Show,What Happens to My Family,Not Specified,"Settar Tanrıöğen, Uraz Kaygılaroğlu, Berna Koraltürk, Melis Tüzüngüç, Özgün Karaman, Tülay Bursa, Tolga Pancaroğlu, Ertunç Tuncer, Cansu Gültekin",Turkey,2017-05-05,2017.0,2016,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas"
TV Show,What Is Love?,Not Specified,"Chris Wu, Jade Chou, Duncan Lai, King Chin, Kimi Hsia, Gina Lim",Taiwan,2017-01-01,2017.0,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,What Lies Beneath,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton",United States,2020-01-01,2020.0,2000,PG-13,130 min,"Horror Movies, Thrillers"
Movie,What Makes a Psychopath?,Rebecca Harrison,,United Kingdom,2019-02-01,2019.0,2017,TV-14,52 min,Documentaries
Movie,What Still Remains,Josh Mendoza,"Lulu Antariksa, Colin O'Donoghue, Mimi Rogers, Peter O'Brien, Dohn Norwood, Jeff Kober, Roshon Fegan, Siena Goines, Chris Ellis, Tobias Jelinek",United States,2018-12-21,2018.0,2018,TV-14,91 min,"Dramas, Thrillers"
Movie,What's Up With Love?,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara",Indonesia,2018-12-08,2018.0,2002,R,110 min,"Dramas, International Movies, Romantic Movies"
TV Show,When Calls the Heart,Not Specified,"Erin Krakow, Daniel Lissing, Lori Loughlin, Martin Cummins, Chelah Horsdal, Gracyn Shinyei, Jack Wagner, Mitchell Kummen, Loretta Walsh, Erica Carroll, Darius Zaviceanu, Charlotte Hegele, Steve Bacic, Adrian Hough",United States,2018-12-29,2018.0,2017,TV-PG,5 Seasons,TV Dramas
Movie,When Hari Got Married,"Ritu Sarin, Tenzing Sonam",,"United Kingdom, India, United States",2016-12-25,2016.0,2013,NR,75 min,"Documentaries, International Movies"
Movie,When Two Worlds Collide,"Heidi Brandenburg, Mathew Orzel",,"Peru, United States, United Kingdom",2016-11-30,2016.0,2016,TV-14,103 min,"Documentaries, International Movies"
Movie,Where the Money Is,Marek Kanievska,"Paul Newman, Linda Fiorentino, Dermot Mulroney, Susan Barnes, Anne Pitoniak, Bruce MacVittie, Irma St. Paule, Michel Perron, Dorothy Gordon, Rita Tuckett","Germany, United States, United Kingdom, Canada",2020-01-15,2020.0,2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas"
Movie,Where's the Money,Scott Zabielski,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta",United States,2018-01-22,2018.0,2017,R,86 min,Comedies
Movie,While We're Young,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin, Adam Horovitz, Dree Hemingway, Brady Corbet, Maria Dizzia, Matthew Maher, Peter Yarrow, Dean Wareham",United States,2017-10-23,2017.0,2015,R,97 min,"Comedies, Dramas, Independent Movies"
Movie,White Chamber,Paul Raschid,"Shauna MacDonald, Oded Fehr, Amrita Acharia, Sharon Maughan, Nicholas Farrell, Candis Nergaard, Marcus Griffiths, Adrianna Edwards, Sumit Chakravarti, Lisa Reynolds",United Kingdom,2019-08-01,2019.0,2018,TV-MA,89 min,"Sci-Fi & Fantasy, Thrillers"
Movie,White Island,Benjamin Turner,"Lyndon Ogbourne, Billy Zane, Billy Boyd, Joel Dommett, Elliot Gleave, Gala Gordon, Darren Day, Owain Arthur, Craig Gazey, Ben Cura",United Kingdom,2017-09-25,2017.0,2016,TV-MA,91 min,"Comedies, Independent Movies, Thrillers"
Movie,Who the F**k Is That Guy?,Drew Stone,Michael Alago,United States,2017-09-01,2017.0,2017,TV-MA,78 min,"Documentaries, LGBTQ Movies, Music & Musicals"
Movie,Who's That Knocking at My Door?,Martin Scorsese,"Zina Bethune, Harvey Keitel, Anne Collette, Lennard Kuras, Michael Scala, Harry Northup, Susan Wood, Marissa Mathes, Catherine Scorsese",United States,2019-07-01,2019.0,1967,R,90 min,"Classic Movies, Dramas, Independent Movies"
TV Show,Who's the One,Not Specified,"Tien Hsin, Weber Yang, Pink Yang, Johnny Lu, Amanda Chou, Xiu Qin",Taiwan,2017-01-01,2017.0,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
Movie,Why Are We Getting So Fat?,"Milla Harrison-Hansley, Alicky Sussman",Giles Yeo,United Kingdom,2019-02-01,2019.0,2016,TV-14,50 min,Documentaries
Movie,Why Knot,Dhruv Dhawan,,"Canada, India, Thailand, United States, United Arab Emirates",2017-10-15,2017.0,2016,TV-MA,84 min,Documentaries
Movie,Why We Fight: The Battle of Russia,"Frank Capra, Anatole Litvak",,United States,2017-03-31,2017.0,1943,TV-PG,82 min,Documentaries
TV Show,Wild Alaska,Not Specified,Dougray Scott,United Kingdom,2017-03-31,2017.0,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
TV Show,Wild Arabia,Not Specified,Alexander Siddig,United Kingdom,2017-03-31,2017.0,2013,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
Movie,Wild Wild West,Barry Sonnenfeld,"Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling",United States,2020-01-01,2020.0,1999,PG-13,106 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
Movie,Wildlife,Paul Dano,"Carey Mulligan, Ed Oxenbould, Bill Camp, Jake Gyllenhaal, Mollie Milligan, Darryl Cox",United States,2020-09-01,2020.0,2018,PG-13,105 min,"Dramas, Independent Movies"
Movie,Williams,Morgan Matthews,,United Kingdom,2017-11-04,2017.0,2017,TV-MA,105 min,"Documentaries, International Movies, Sports Movies"
Movie,Willy Wonka & the Chocolate Factory,Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit","United States, East Germany, West Germany",2020-01-01,2020.0,1971,G,100 min,"Children & Family Movies, Classic Movies, Comedies"
Movie,Winnie,Pascale Lamche,,"France, Netherlands, South Africa, Finland",2018-02-26,2018.0,2017,TV-14,85 min,"Documentaries, International Movies"
TV Show,Winsanity,Not Specified,Donald Faison,United States,2018-12-15,2018.0,2016,TV-G,1 Season,Reality TV
Movie,Winter of Our Dreams,John Duigan,"Judy Davis, Bryan Brown, Cathy Downes, Baz Luhrmann, Peter Mochrie, Mervyn Drake, Margie McCrae",Australia,2016-11-01,2016.0,1981,NR,86 min,"Classic Movies, Dramas"
TV Show,Winter Sun,Not Specified,"Şükrü Özyıldız, Aslı Enver, Şenay Gürler, Başak Parlak, Mahir Günşiray, Hakan Boyav, Hakan Gerçek, Berrak Kuş, Gamze Süner Atay, Mehmet Esen",Turkey,2017-08-01,2017.0,2014,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers"
Movie,Winter's Bone,Debra Granik,"Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Lauren Sweetser, Tate Taylor",United States,2019-03-01,2019.0,2010,R,100 min,"Dramas, Independent Movies"
Movie,Wish I Was Here,Zach Braff,"Zach Braff, Kate Hudson, Donald Faison, Joey King, Josh Gad, Jim Parsons, Pierce Gagnon, Mandy Patinkin, Ashley Greene, Michael Weston",United States,2018-08-16,2018.0,2014,R,106 min,"Comedies, Dramas, Independent Movies"
Movie,Wish Man,Theo Davies,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer",United States,2019-12-03,2019.0,2019,TV-14,108 min,"Children & Family Movies, Dramas"
Movie,Withdrawn,Adrian Murray,"Aaron Keogh, Molly Reisman, Dean Tardioli, Greg Wasylyszn, Adrian Murray, Kelly Paoli, Earl Oliveros, Hallie Burt",Canada,2018-05-01,2018.0,2017,TV-MA,74 min,"Dramas, Independent Movies"
Movie,Wolves,Bart Freundlich,"Michael Shannon, Carla Gugino, Taylor John Smith, Chris Bauer, John Douglas Thompson, Zazie Beetz, Wayne Duvall, Christopher Meyer, Richard Kohnke",United States,2019-03-29,2019.0,2016,R,109 min,"Dramas, Independent Movies, Sports Movies"
TV Show,Women Behind Bars,Not Specified,,United States,2016-11-01,2016.0,2010,TV-14,3 Seasons,"Crime TV Shows, Docuseries"
Movie,Woodstock,Barak Goodman,,United States,2019-08-13,2019.0,2019,TV-MA,97 min,"Documentaries, Music & Musicals"
Movie,World Trade Center,Oliver Stone,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",United States,2019-11-20,2019.0,2006,PG-13,129 min,"Action & Adventure, Dramas"
TV Show,World's Busiest Cities,Not Specified,"Anita Rani, Ade Adepitan, Dan Snow",United Kingdom,2019-02-01,2019.0,2017,TV-PG,1 Season,"British TV Shows, Docuseries"
Movie,World's Weirdest Homes,Storm Theunissen,Charlie Luxton,Unknown,2019-02-01,2019.0,2015,TV-PG,49 min,Movies
Movie,Would You Rather,David Guy Levy,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells",United States,2019-06-05,2019.0,2013,TV-MA,93 min,"Horror Movies, Independent Movies, Thrillers"
Movie,Wrong No.,Yasir Nawaz,"Javed Sheikh, Danish Taimoor, Janita Asma, Nayyar Ejaz, Qavi Khan, Shafqat Cheema, Sohai Ali Abro, Nadeem Jafri",Pakistan,2017-07-01,2017.0,2015,TV-14,133 min,"Comedies, International Movies, Romantic Movies"
Movie,Wrong Side Raju,Mikhil Musale,"Pratik Gandhi, Kimberley Louisa McBeath, Asif Basra, Kavi Shastri, Hetal Puniwala, Ragi Jani, Makarand Shukla, Alok Gagdekar, Jayesh More, Siddharth Randeria, Kenneth Desai",India,2017-10-01,2017.0,2016,TV-MA,140 min,"Dramas, International Movies"
Movie,WWII: Report from the Aleutians,John Huston,,United States,2017-03-31,2017.0,1943,TV-PG,45 min,Documentaries
Movie,Wyatt Earp,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore",United States,2020-01-01,2020.0,1994,PG-13,191 min,Action & Adventure
Movie,XX,"Jovanka Vuckovic, Annie Clark, Roxanne Benjamin, Karyn Kusama","Natalie Brown, Jonathan Watton, Melanie Lynskey, Lindsay Burdge, Sheila Vand, Casey Adams, Breeda Wool, Angela Trimbur, Morgan Krantz, Christina Kirk, Kyle Allen, Mike Doyle","Canada, United States",2017-06-22,2017.0,2017,R,81 min,Horror Movies
Movie,XXx,Rob Cohen,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson, Danny Trejo, Michael Roof, Tom Everett, Richy Müller, William Hope, Werner Daehn",United States,2019-01-01,2019.0,2002,PG-13,124 min,"Action & Adventure, Sports Movies"
Movie,XXX: State of the Union,Lee Tamahori,"Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John Gleeson Connolly",United States,2019-01-01,2019.0,2005,PG-13,101 min,Action & Adventure
Movie,Y Tu Mamá También,Alfonso Cuarón,"Maribel Verdú, Gael García Bernal, Diego Luna, Daniel Giménez Cacho, Ana López Mercado, Nathan Grinberg, Verónica Langer, María Aura, Giselle Audirac, Arturo Ríos, Andrés Almeida, Diana Bracho, Emilio Echevarría",Mexico,2017-06-01,2017.0,2001,R,106 min,"Dramas, Independent Movies, International Movies"
Movie,Y.M.I.: Yeh Mera India,N. Chandra,"Anupam Kher, Atul Kulkarni, Aakash Pandey, Milind Gunaji, Perizaad Zorabian, Smiley Suri, Parvin Dabas, Rajit Kapoor, Purab Kohli, Rajpal Yadav, Sarika, Sayaji Shinde, Seema Biswas, Vijay Raaz, Ashwin Mushran, Veerendra Saxena, Siddhant Karnick",India,2018-03-01,2018.0,2008,TV-MA,137 min,"Dramas, Independent Movies, International Movies"
Movie,Yaadein,Subhash Ghai,"Jackie Shroff, Hrithik Roshan, Kareena Kapoor, Amrish Puri, Kiran Rathod, Rati Agnihotri, Supriya Karnik, Anang Desai",India,2018-03-01,2018.0,2001,TV-14,171 min,"Dramas, International Movies, Romantic Movies"
Movie,Yaara O Dildaara,Ksshitij Chaudhary,"Harbhajan Mann, Tulip Joshi, Kabir Bedi, Gulzar Chahal, Jonita, Gurpreet Ghuggi, Gurpreet Grewal, Neena Cheema, Sunita Dhir",India,2017-11-01,2017.0,2011,TV-14,132 min,"Dramas, International Movies, Music & Musicals"
Movie,Yamla Pagla Deewana 2,Sangeeth Sivan,"Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma, Kristina Akheeva, Annu Kapoor, Johnny Lever, Sucheta Khanna, Aidan Cook, Anupam Kher",India,2017-05-01,2017.0,2013,TV-14,147 min,"Action & Adventure, Comedies, International Movies"
Movie,Yanda Kartavya Aahe,Kedar Shinde,"Ankush Choudhary, Smita Shewale, Mohan Joshi, Atmaram Bhende, Asha Bhende",India,2018-01-01,2018.0,2006,TV-PG,151 min,"Comedies, Dramas, International Movies"
Movie,يوم الدين,Abu Bakr Shawky,"Rady Gamal, Ahmed Abdelhafiz, Shahira Fahmy, Shehab Ibrahim, Mohamed Abd El Azim, Osama Abdullah, Khaled Raafat, Mohamed Qishta, Shoq Emara, Mahmoud Fares","Egypt, Austria, United States",2019-10-22,2019.0,2018,TV-14,97 min,"Dramas, Independent Movies, International Movies"
